-62.6541131284,-7.9966109680
-56.5304760919,-0.4100695493
-79.1991420678,7.2132842491
-90.0015453204,10.1065449571
-81.0122444442,3.3898022934
12.8281135539,-7.0678075693
0.1328298161,-0.7390795832
-21.5896737768,12.4114069795
-35.7279622650,48.2135204066
-23.5269242515,0.5516589451
-63.6186836790,25.7801382368
54.5761324681,-45.3426971081
-63.4504335073,2.3049436556
-3.5972878656,10.8039209014
47.7154307609,-31.2529171899
54.0446184404,-3.7176631924
-36.9505712737,-13.4555568115
32.4357172338,-23.2426944175
19.3482511296,9.7648032334
-11.4644118332,46.9131791369
16.1473229594,28.7119370296
-28.1086135231,28.5388168313
19.0211271030,25.6380310829
48.4222209932,9.6124416566
-7.8919514590,-35.9111087752
31.7167796111,-32.6776095392
-39.9643461477,18.8692300210
-34.5994791724,52.5525262404
-76.2874097554,5.5080152418
32.6553030662,-7.4302893586
-83.2132332908,15.0325680400
-23.7819874107,55.8423206839
-39.4385104214,48.8912386011
18.2245474774,-18.2510845937
12.8773685924,24.7519891683
17.3117054698,-44.7367479058
-77.3692832114,17.9540814796
54.6241851515,-31.3010503345
52.1393817003,-31.9856140119
57.6815941082,-41.5936845754
27.3957056430,30.7567566404
27.4134464432,-19.4344733515
-89.7671752184,13.5301523877
-1.1376737939,20.4497983435
65.8898569785,-47.4284352961
64.0874459932,-23.5969454984
-74.5958243022,-0.1333706880
28.5807784354,26.8349651836
26.3903079770,-40.8098865429
79.1028616267,-43.6791559261
25.2808157996,-29.4157190490
-50.9231626839,12.7268381453
45.6441800349,-22.3898190542
75.3433871586,-33.3505407293
81.8271740002,-27.2860521725
81.6909318007,-32.7269378045
-41.8227586424,-17.1242030388
-9.1299561311,-25.8596623596
-17.9837650021,-7.1358064812
22.3149454992,-34.8840661557
1.7085814084,8.2584415273
-24.4276216244,10.0249862626
40.3864542597,-19.4598747381
-23.0441079196,49.9507966325
-68.3923523057,12.9370558649
70.4966488966,-52.2434388725
-15.1807346784,-20.3751812072
39.7344496429,9.5366801424
29.4081172514,-52.1877572917
-42.7107888188,29.1567182450
45.8800344818,-24.5774609091
64.4094098340,-2.7510552533
-25.7691488462,42.8032078974
16.5828369646,14.9895324074
11.1009182515,-21.3062097087
-31.7083382227,32.1843995477
-6.2083860950,12.0454522651
-19.9727607070,36.3275134998
-25.1864205344,48.2525311047
-16.2652768738,53.1775839382
-84.4861845564,17.3138657475
-36.1588957988,-12.3032806148
-92.0204851396,9.7776026678
28.7641912549,-7.1903578586
-40.6344081439,-23.3410726109
-85.1679381118,7.0139293655
-1.9302595144,-47.2860348456
-40.9645387057,28.1352955135
-0.7163910105,-15.3146290275
29.3816935136,24.7202272577
21.4654375496,-24.6808676479
55.1797870104,-5.2183267350
3.0107516116,-54.1282563316
-82.5627344768,16.0782499194
10.9380353964,-53.7387034421
10.2933970767,11.9671872703
25.8572287773,15.3868979993
5.0931997305,-34.0250805887
-97.9118669663,7.0025650236
6.3428439321,21.1532106550
-25.4405351898,4.4815241723
-25.0732897057,22.7998179131
70.1050108038,-24.9302015764
11.2935133265,29.9095169919
64.2563217783,-10.5032591701
26.4410011862,-32.3659781973
26.2412874581,2.2918772842
65.0862507714,-40.6916197259
19.6571863801,28.9660273481
29.1977615957,-9.6251172362
-15.5523793271,46.1624870579
49.2993218764,-39.5087158330
-41.2799286054,28.1858701096
53.3311323572,-16.8398261918
-53.6373999850,20.6530897761
16.0489646645,0.1245724426
-16.1570841376,42.8201048033
62.4413018134,-40.9290720505
15.5604856984,-33.0171562089
22.7557813561,18.0296668993
-81.3622297590,8.0936215443
-22.1395872518,28.5596423852
50.5376326287,30.9975180857
-24.2892752823,24.4386811439
-69.9848236249,21.4721391301
16.5925240354,-2.4038819416
25.1139036250,29.2049866512
-53.4502203351,-15.3234786610
35.4206761179,-38.8047273185
-1.9145928777,17.3377506288
19.0957648428,-1.3126645952
-13.7088019510,41.8464809154
-18.0650525139,34.2117556970
-39.0510637522,16.4702856593
-73.9348137664,14.1479765890
64.8098694715,-46.1570286583
68.6757240176,-43.1291215304
16.7173421735,33.7092477157
-65.6690613733,14.5712705396
70.6788594504,-21.5729086489
24.7299626869,-30.7522345934
61.6141076692,-19.5313296247
60.1391438808,-17.8187256758
18.9483584407,17.3511076963
9.1896570408,9.9671959806
56.9768093563,-20.1447551198
0.3225426727,3.4866192351
12.9204379971,36.2477379546
51.7462666104,16.3209263829
48.3110994449,36.5668337103
-56.1480218899,-31.1276909339
15.8072598593,30.3486687709
10.3373309212,1.0852035621
-99.4365892167,5.6969311074
56.2720255713,-28.0877850859
10.9396411411,-52.2883598150
44.7888767273,-45.7961828580
-38.8367849132,-30.9637399227
-85.1412500936,9.5747186782
-89.4829421691,6.0963158080
39.1303929786,37.5479661108
65.3593858306,-34.3034290739
51.5812082225,-17.1789748280
64.1689578295,-12.2442216097
-18.1519548474,49.6006520277
-16.5709679940,53.3734384443
24.6839251259,37.8203836611
-29.2293522365,26.9997285742
95.8182568340,-4.1410326255
48.3143236626,19.2043810439
50.2457382578,12.4234787571
50.9464932726,39.7927338237
64.6013735855,-4.4971457367
