user_id,screen_name,x_coord,y_coord
294,amstivers,-23.58875531,10.34892702
295,AMTANational,56.26637234,-16.03775852
296,amunkpamungkas,11.58962491,86.03530008
297,Amy1100,-41.30483634,38.21112308
298,amyadelexo,25.54956287,-72.83002525
299,amyahn,17.73781761,-10.28881059
300,amydrinnon,-24.59364231,16.18127773
301,amyeverett95,-56.09380722,-18.05476873
302,amylitt,-53.12691503,-27.04235199
303,amylovegrove,44.2212804,-41.52590838
304,amyrrxl,-43.59642462,-40.7265647
305,AmyZQuinn,51.7946158,-18.55878324
306,amzharajuku,21.21854666,-40.24963691
307,AnaBananaSNAP,9.96315736,-71.27509712
308,Analucia815,-65.33428937,-38.21381748
309,ANanninga,36.31186922,70.3156275
310,anasporis,-44.40113142,-20.3690855
311,anastasia_silvi,26.23490963,94.72021089
312,AnayaKay,12.03102631,-0.799704886
313,AndaTriadi,23.76620717,69.60125246
314,anddaluana,28.09143822,-66.327706
315,andersonsdirect,19.71106608,21.71603165
316,andinibrahim,31.85537867,71.89406166
317,andmcdonald,-40.33479933,-60.48112829
318,Andr0maK,-31.57668596,-69.92934282
319,AndraAndrew,38.88479826,82.74123763
320,andreadikken,34.28135419,-3.25387139
321,andreansaputro,33.04809056,83.58076777
322,andressuliano,28.41962356,75.57754721
323,Andrew_Vocke,-61.03248605,-6.53657554
324,AndrewAppleyard,39.20243249,3.585126265
325,AndrewGayle,50.88713232,-23.4892353
326,andrewwillmott,-54.35986006,-15.2831613
327,andrezalayra,9.089159336,84.2030677
328,AndriaLindquist,35.66419185,-62.19469273
329,Andy_ilham,37.324438,83.73343288
330,andycaster,-35.27330791,31.68472303
331,andyfigueroa,16.62187963,73.41139397
332,AndyLucia,34.93243074,69.12886784
333,AndyRKett,41.79035639,2.967880259
334,AndyTalbotSmith,-28.40680877,40.7506156
335,andyzain,12.28990286,76.61655873
336,Ane_Tone,23.73029565,-36.20937911
337,anewmanwastaken,55.73584343,-32.09597835
338,angadc,48.47573055,-23.6076153
339,angeladawnnn,-47.34635684,-47.20137801
340,angelaz91,55.10582803,-22.39329112
341,angeldevil79,-58.34929994,-13.01066782
342,Angelilili,41.3691802,14.58031264
343,ANGELiLOVE,14.54391036,4.090670011
344,angelinaaLala,-9.170233284,23.52410159
345,angelxedge,26.22583688,-33.2111257
346,anggapenyok,24.17067847,67.92588692
347,anggiijuan,34.46950852,78.25576
348,anggiruth,32.41910826,74.51933889
349,anggitamahesa,15.82961098,68.51058529
350,anggiyee,24.21535511,77.32896999
351,angiebabie87,33.44634798,95.11663377
352,angiebirdie,11.67100365,-5.46716999
353,angienashat,-37.1161213,-15.35310639
354,aniekoes,27.80833277,76.19617943
355,AnimeKiosk,-44.79725829,40.93851194
356,anindaparamita,32.25762472,73.64423061
357,anindyamalia,26.51632999,78.27627599
358,aninhaazeredo,26.84371959,70.29800693
359,anita_ura,-31.40960507,-36.22509565
360,AnitaBusby,-37.81545988,-34.75068262
361,AniTheJedi,-17.89973838,23.95718708
362,AnMai,-41.29190159,35.29515312
363,annabarssbailey,54.5663854,-20.63126452
364,anneeke,37.54458053,71.86282743
365,annemarierhodes,49.13307015,-36.12466827
366,AnnePBieber,6.801230556,-66.91424524
367,annetdejong,17.57249588,77.72238393
368,AnniceJones,44.41655449,-10.58797045
369,AnnieDAFG,-47.86545787,-13.47076146
370,annielorri,-41.60703629,-39.69566716
371,anniemleung,-10.00296964,18.2324081
372,annisyahnisa,19.72821715,92.69784111
373,AnnKingman,-38.84172858,21.84873123
374,annmareebestof,-50.53637065,-57.25798057
375,AnomaIous,40.22153586,-28.10065417
376,anthony15784,-12.03220543,-1.020596449
377,AnthonyIvJr7,12.00302583,-66.96543612
378,anthonypainter,-48.64612708,-53.99133096
379,anthonyvanity,13.15673967,-55.42043698
380,antoinetteanin,13.45726379,76.96531811
381,antonsays,50.06398726,-19.18906415
382,anunturi_az,23.1699992,92.87199121
383,AnyaMelina,-18.02219331,14.9695567
384,AoifeeO,20.26736533,1.822319193
385,apakomaok,22.89800688,62.0525487
386,apaoohlala,-17.82890666,14.19821793
387,apeignier,-31.82012942,-70.5087558
388,aphrickan_queen,15.56952305,-34.48582756
389,Apocalyptica,-43.65350809,-9.036412494
390,apple_tweet,-43.74196373,-66.37683039
391,apprview4iphone,-20.61124383,44.36546772
392,aprilanajm,-5.931531298,6.532802464
393,AprilSprouse,26.24526566,-56.96881545
394,ApryleSoPretti,14.09016793,-25.84249029
395,AR_ranchhand,43.05625537,-31.61971415
396,araninfo,-60.53767855,-8.946310047
397,aranthiea,33.91009222,72.4790963
398,archiemb,-13.99233396,26.26851658
399,ardevcampnyc,-61.78026754,-39.6313889
400,arelyfigueroa,24.85213363,91.11317448
401,arepnasution,18.87425112,72.99694155
402,ariannejohnston,-40.57330894,-64.43499655
403,ARICH23,41.95759243,-41.05843384
404,Ariefross,17.46513292,66.34317008
405,ArielBambino,-32.81817125,20.67767932
406,ARIESRAJISH,-36.771139,-35.27279921
407,arif12181,-12.15089871,-20.94828224
408,arifforanto,12.39187323,77.90714243
409,ArjanDasselaar,34.46804306,62.88469121
410,arkorwan,23.62261213,-5.228845876
411,armchaircelts,36.32278575,-69.20296113
412,arnetiaa,29.0277092,79.41510101
413,Aroogas,-42.00420078,-51.63014833
414,arorasea,13.52680558,-5.272831505
415,arromdee1217,18.12794029,-30.31848225
416,Arthur_SGreggio,30.16337813,63.24693034
417,Artkani,35.58864314,-0.886287804
418,artursilvalira,38.85155982,76.80703018
419,artwark,21.21085435,-71.59238429
420,ArunJoshi1,-41.2244487,-7.865786077
421,AryaneCampos,29.81475203,80.91620574
422,ascrappydesign,26.12403744,-39.83192533
423,ashaiscool,-57.26495621,-36.08341394
424,Ashleighh10_,-30.9822399,26.25130113
425,AshleighMOJO,-39.32715002,-13.21698594
426,ashley_castle,3.111770834,-1.226945194
427,ashley_webber,-56.13687622,-18.10389161
428,ashleyguidry,23.22053314,-31.13726051
429,ashleyjanosco,31.36988448,13.26098401
430,ashleyjyoung,-39.44190795,-51.93978641
431,ashleyneal,45.6597603,-43.00372074
432,AshleySandberg,-43.29745394,-53.61494303
433,ashong,-24.53685398,35.24674221
434,ashtonlynch,-45.83904229,30.34306903
435,ashutoshdutta,-43.83331958,-29.66477245
436,asila_khan,23.95215314,-41.11191465
437,AskBransonShows,-49.46768233,-65.1462015
438,asleeplessshaky,-24.32074392,12.66354967
439,aspworldtour,-35.20018551,-64.51016455
440,Assembly_ct,-12.60485195,27.26410796
441,AsShire,-34.69074417,28.70985508
442,asswfis,12.6598797,1.199406216
443,astasiszz,25.42518748,79.68767468
444,asteliaviny,30.9016355,77.78782782
445,astiaanb,21.9882039,74.75500153
446,Astrando,28.20114163,96.16097767
447,ASTROGaming,-48.37839992,-59.32050498
448,astrologybee,-48.22435888,-59.28870641
449,astronomyrecord,-30.71505425,42.4472354
450,Astroscale,-35.71301192,-60.20395632
451,atgthatsme,47.77672413,-32.51287311
452,atikawinata,13.43151652,-23.28229131
453,atiqah_erlina,-39.93829774,-53.02644835
454,atiqahabdat,-50.60021527,-15.30439902
455,atri_septiani,22.01605238,76.45773187
456,atriatria,27.63018502,83.58343964
457,atypicalalbertn,-57.68136749,-2.462348306
458,AudraTheRapper,-20.52294961,27.52102192
459,audrey_pink,36.50362087,90.16171247
460,AuntieNubbins,33.72507001,-63.94455045
461,AureliaCotta,50.87185976,-21.86796093
462,AureliaxJoyfuul,30.7511241,-54.86852041
463,aurumlounge,-55.7321381,-22.7849734
464,AussieinJapan,41.51921088,2.242471657
465,auster82194,-11.87077018,-5.759469407
466,AuthentiKHarley,15.24749674,-36.28181277
467,auto123_course,-46.40896714,-63.62732965
468,AV_UtrechtCS,18.86925786,-87.08989973
469,Avaa93,-47.37132207,-14.6662111
470,avamoney,-33.34311167,-53.20122912
471,avarymackHTC,15.67206624,-61.11901556
472,Avgg_AQW,15.75606764,-35.77677978
473,aviadpines,-43.66096491,-53.35292326
474,AvidAndy,-10.99247792,-19.784047
475,avindaelsa,28.84859573,66.31253308
476,AVLRealEstate,30.88377564,-77.44755433
477,AVMNEWS,31.1274385,-69.45792214
478,avoidinglaundry,37.01164325,-26.24618658
479,AvyGaga,29.51108636,10.30367969
480,AW0ods,-37.03698828,-9.458603417
481,awaiskhan47,-39.34787572,22.04518961
482,awayback,48.88154977,9.245906181
483,awhiteblankpage,-15.65101879,12.17211152
484,AWLFalcons,29.44278038,86.69517012
485,AXIA3,34.7059082,71.68350419
486,axisyoga,31.15617424,87.73313415
487,ayakondo,40.10816985,65.01807423
488,aymagat,-12.73010094,12.81705739
489,AYOOOJAZZO,20.39988722,-24.34064901
490,ayurahmatia,28.94132826,94.85149278
491,ayyastro,26.78428887,81.94563323
492,AZcomm,49.11904083,-44.50810122
493,azeerahbug,-31.18186186,31.33723859
494,azFatimah,33.29981643,-68.39548211
495,azizSKYONEYE,35.72102069,72.06154245
496,AzmiAnuar,-54.67948484,-45.65581812
497,azzamsayyaf,26.6045022,69.36294795
498,AzzamTamimi,-47.7431932,-30.69765758
499,b_lache,-34.56647406,-13.57012081
500,B_SO_POSH,43.68254412,-41.26203579
501,B_U_T_T_A,-46.81322697,-31.53810672
502,Baaiimm,17.42402612,84.25862874
503,babbscolson,-40.20688486,-62.50828158
504,babipaglia,38.80330333,79.92320772
505,babsdorney,16.63248147,69.40677476
506,BabyBlak,25.56634712,15.58252957
507,babyclothingnow,39.94674908,-13.07794595
508,babyjanie143,-11.42231347,15.94618555
509,babymekimmy,-38.24283793,-39.69785206
510,babytata,39.29151066,7.491256376
511,BackCountryEdge,-35.78767702,-6.695419411
512,Backyardsinfo,33.46852819,-71.65993664
513,BadEmma,-43.61639075,-10.15479051
514,badoerstrong,15.17426575,79.50249645
515,baekdal,-62.31889534,-37.00884899
516,bags998,18.9057363,-82.80991388
517,baharanis,32.21753512,83.25145039
518,bahraini,31.02684211,-56.86702893
519,BaileyHondje,27.91183111,84.53252213
520,Bajan_Sensation,-11.29073062,38.10405191
521,bajopants,42.91359622,-32.78475304
522,balmeras,23.36678569,7.16075912
523,BangaloreNews,-61.85135825,-39.62350459
524,banker1995,-12.17534422,-20.06230715
525,Bantiess,-34.75342948,24.06552222
526,BarbaraCongress,42.37276041,82.88029984
527,BarbaraJaworski,-36.45428479,-70.0150546
528,BarbBallentine,33.61981775,-2.883648717
529,BarbBinDC,-17.40336432,17.47804358
530,barbhal,-7.239317692,25.19079828
531,BarbieBadYazz,-46.68131363,-8.680803145
532,barbiesan1128,33.64428706,-30.56143245
533,barefootleeds,35.70734504,62.06153744
534,BareKnuckleDawg,-40.4671111,-36.62856998
535,bargeboards,47.62328007,11.09873745
536,BarterGoldRamth,45.26641486,11.32297096
537,basicksickness,-40.62823494,-38.951093
538,battica,10.37051287,5.965270938
539,Bayozmuzik,8.331266738,9.32493229
540,bayuikaperdana,36.77892095,86.54841501
541,bbc_podcasts,-44.69251437,-56.46159431
542,BBCDevon,61.52638821,-15.64458191
543,bbcmerseyside,-69.5979862,-20.93465375
544,BBCRedButton,-49.53647907,-62.89830093
545,BCancer1,-5.83689964,14.12262986
546,bcutwright,-37.62605549,38.40497588
547,beachremedy,-27.52639338,11.57816208
548,beas_bloomsbury,47.7812109,-30.45459647
549,beaurie,34.4255884,15.23538842
550,Beautifulme91,15.86156572,-68.01908318
551,BeautiZ_MyName,59.04691221,-27.86964256
552,BeauToxic,-50.52440013,37.87751705
553,bebemello,-34.55253698,-10.08029506
554,beca_dylan,29.88399542,61.94340886
555,BeccaAllTimeLow,-40.90468967,-8.032874749
556,beccamatic,11.53780487,0.252785017
557,beccarahh,-9.8329238,11.74715798
558,beccasky,-38.59485054,-37.41561748
559,becky2266,16.69321514,-54.93329189
560,BeckyBelieber,-36.98429007,-70.65344873
561,beckyilovedappy,-7.917184809,10.31172244
562,beckyisbonkers,-31.83148522,24.3581868
563,beckylewicki,15.57424437,-8.49613759
564,BeckySefton,43.70335972,12.86737005
565,BeeBeautiful,32.37519433,94.0465659
566,beeerry,13.46960814,75.76397815
567,beekitti,-28.5904417,-42.24647128
568,BeenA_MACK,13.0691189,-4.784426672
569,beenromped,-32.6789094,-39.12275106
570,beermerchants,-47.51134208,-36.8984621
571,beesihombing,35.23489516,68.12885629
572,BeeTaTaArtino,26.08408569,-41.22791547
573,beeverycareful1,37.20318412,65.72091458
574,BeezyYung,-38.1062582,-34.04075269
575,BelColt,34.5327669,3.620075081
576,beliebermille96,-25.70601646,9.6176968
577,BeliebSwift,-29.3049095,-69.47847766
578,bellaboo60,-49.30021932,35.53882994
579,BellaMarieeC,-24.42849186,35.02246775
580,bellarighi,30.20848448,89.6315341
581,Belx2,-35.62342515,-63.63892893
582,benashad,30.76364953,-28.43277672
583,benhan,11.28574779,81.18008918
584,BenjaminDowning,-58.95350356,-1.002619549
585,benjayftw,36.60507273,80.37713725
586,BenjChua,24.39470433,-37.24653119
587,BennyDbunz,53.72709059,-17.17548669
588,bennyibarra,16.10839547,91.91805224
589,BenRank,6.332208825,6.856411775
590,benshephard,35.88622992,-24.81260065
591,BenStandig,-59.73003123,-5.482342212
592,berkahmelati,27.98560432,77.14903863
593,berly6412,27.32107432,23.56672012
594,bernastar,-58.2244653,-4.675195303
595,Bernd_Fischer,-52.97570013,-10.99027726
596,berniequinn,48.02625506,-30.18256027
597,BernyBop,44.29978747,-27.48388589
598,bertablack,24.68113778,-33.80630051
599,BestB4Sylvia,-27.96111466,22.73622484
600,BestDeals4Now,-22.23658042,44.54270085
601,bestlocalsearch,29.94111198,-73.68347051
602,BestofSuffolk,39.72569045,-69.62152505
603,bestplacebets,16.77991999,80.47054144
604,betajames,-38.83851839,32.05037581
605,beth_peck,-25.90225191,-68.76315039
606,bethanybhorne,34.45860596,-68.35539397
607,bethanyroute_,21.01658007,-23.15696535
608,betheviana,40.70564196,80.63389749
609,BethFishReads,-62.78990552,-31.01755527
610,BethTdotPsykick,-40.81246048,-33.4344477
611,BetsyBeanie,-49.13532082,-55.35050222
612,BettinaMorton,24.97677907,87.016708
613,bettrends,-65.26762295,-11.79449459
614,BettyBane,20.6087998,64.06136962
615,BettySharma12,51.86897632,-23.07203221
616,beursgenoten,35.27546984,76.6086046
617,Bexx8D,5.110759449,-5.509342565
618,bgeorgen,26.44830659,-82.92694436
619,BGostkowski,-12.84634503,21.23556781
620,Bhawana1712,-12.33937011,7.936493316
621,bibahbo,20.58482573,75.78534383
622,BIBN2010,-55.60821803,-11.9731826
623,Bickys,54.75318269,-15.04084912
624,bieber2UK,14.97481742,-68.70004478
625,bieberaffaire,14.3437007,-34.34308349
626,BieberBlush,19.69730541,-68.37561252
627,BieberFeva_4Lyf,6.99395968,5.406719936
628,BieberFevcr,34.03456883,-60.2961743
629,BieberHolland,16.52657455,8.756779446
